Unnamed: 0,db_path,generated_sql,gold_sql,question,isCorrect,response
61,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT count(*),  T1.gender_code FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code","SELECT T1.gender_code ,  count(*) FROM Customers AS T1 JOIN Orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code",How many orders has each gender placed?,False,"SELECT count(*),  T1.gender_code FROM customers AS T1 JOIN orders AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.gender_code"
62,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T2.customer_first_name,  T2.customer_middle_initial,  T2.customer_last_name,  T1.payment_method_code FROM customer_payment_methods AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id","SELECT T1.customer_first_name ,  T1.customer_middle_initial ,  T1.customer_last_name ,  T2.Payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id  =  T2.customer_id","List the customers' first name, middle initial, last name and payment methods.",True,"SELECT T2.customer_first_name,  T2.customer_middle_initial,  T2.customer_last_name,  T1.payment_method_code FROM customer_payment_methods AS T1 JOIN customers AS T2 ON T1.customer_id  =  T2.customer_id"
63,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.customer_first_name,  T1.customer_middle_initial,  T1.customer_last_name,  T2.payment_method_code FROM customers AS T1 JOIN customer_payment_methods AS T2 ON T1.customer_id  =  T2.customer_id","SELECT T1.customer_first_name ,  T1.customer_middle_initial ,  T1.customer_last_name ,  T2.Payment_method_code FROM Customers AS T1 JOIN Customer_Payment_Methods AS T2 ON T1.customer_id  =  T2.customer_id","What are the first names, middle initials, last names, and payment methods of all customers?",True,"SELECT T1.customer_first_name,  T1.customer_middle_initial,  T1.customer_last_name,  T2.payment_method_code FROM customers AS T1 JOIN customer_payment_methods AS T2 ON T1.customer_id  =  T2.customer_id"
64,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T2.invoice_status_code,  T3.shipment_date FROM orders AS T1 JOIN invoices AS T2 ON T1.order_id = T2.invoice_number JOIN shipments AS T3 ON T2.invoice_number = T3.invoice_number","SELECT T1.invoice_status_code ,  T1.invoice_date ,  T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number","List the invoices' status, date and the date of shipment.",False,"SELECT T2.invoice_status_code,  T3.invoice_date,  T3.shipment_date FROM orders AS T1 JOIN invoices AS T2 ON T1.order_id = T2.invoice_number JOIN shipments AS T3 ON T2.invoice_number = T3.invoice_number"
65,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.invoice_status_code,  T1.invoice_number,  T3.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number JOIN Shipment_Items AS T3 ON T2.shipment_id  =  T3.shipment_id","SELECT T1.invoice_status_code ,  T1.invoice_date ,  T2.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number","What are the statuses, dates, and shipment dates for all invoices?",False,"SELECT T1.invoice_status_code,  T1.invoice_number,  T3.shipment_date FROM Invoices AS T1 JOIN Shipments AS T2 ON T1.invoice_number  =  T2.invoice_number JOIN Shipment_Items AS T3 ON T2.shipment_id  =  T3.shipment_id"
66,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.product_name,  T3.shipment_date  FROM products AS T1  JOIN shipment_items AS T2 ON T1.product_id  =  T2.order_item_id  JOIN shipments AS T3 ON T2.shipment_id  =  T3.shipment_id","SELECT T1.product_name ,  T4.shipment_date FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id  =  T3.order_item_id JOIN Shipments AS T4 ON T3.shipment_id  =  T4.shipment_id",List the names of the products being shipped and the corresponding shipment date.,False,"SELECT T1.product_name,  T3.shipment_date FROM products AS T1 JOIN shipment_items AS T2 ON T1.product_id  =  T2.order_item_id JOIN shipments AS T3 ON T2.shipment_id  =  T3.shipment_id"
67,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.product_name,  T2.shipment_date FROM products AS T1 JOIN shipments AS T2 ON T1.product_id  =  T2.order_item_id","SELECT T1.product_name ,  T4.shipment_date FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id  =  T3.order_item_id JOIN Shipments AS T4 ON T3.shipment_id  =  T4.shipment_id","What are the names of the products tht have been shipped, and on what days were they shipped?",False,"SELECT T1.product_name,  T2.shipment_date FROM products AS T1 JOIN shipments AS T2 ON T1.product_id  =  T2.order_item_id"
68,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.shipment_tracking_number,  T2.order_item_status_code","SELECT T1.order_item_status_code ,  T3.shipment_tracking_number FROM Order_items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id  =  T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id  =  T3.shipment_id",What is the status code of the items being ordered and shipped and its corresponding shipment tracking number?,False,"SELECT T1.shipment_tracking_number,  T1.order_item_status_code FROM shipments AS T1 JOIN order_items AS T2 ON T1.order_id  =  T2.order_id"
69,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T2.shipment_tracking_number,  T1.order_item_status_code FROM Order_items AS T1 JOIN Shipments AS T2 ON T1.order_item_id  =  T2.","SELECT T1.order_item_status_code ,  T3.shipment_tracking_number FROM Order_items AS T1 JOIN Shipment_Items AS T2 ON T1.order_item_id  =  T2.order_item_id JOIN Shipments AS T3 ON T2.shipment_id  =  T3.shipment_id","What is the status code of the items have been ordered and shipped, and also what are their shipment tracking numbers?",False,"SELECT T2.shipment_tracking_number,  T1.order_item_status_code FROM Order_items AS T1 JOIN Shipments AS T2 ON T1.order_item_id  =  T2.order_item_id"
70,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.product_name,  T2.color FROM products AS T1 JOIN shipment_items AS T2 ON T1.product_id  =  T2.order_item_id","SELECT T1.product_name ,  T1.product_color FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id  =  T3.order_item_id JOIN Shipments AS T4 ON T3.shipment_id  =  T4.shipment_id",What is the product name and the color of the ordered items which have been shipped?,False,"SELECT T1.product_name,  T2.product_color FROM products AS T1 JOIN shipment_items AS T2 ON T1.product_id  =  T2.order_item_id"
71,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.product_name,  T1.product_color FROM products AS T1 JOIN shipments AS T2 ON T1.product_id  =  T2.shipment_item_id","SELECT T1.product_name ,  T1.product_color FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Shipment_Items AS T3 ON T2.order_item_id  =  T3.order_item_id JOIN Shipments AS T4 ON T3.shipment_id  =  T4.shipment_id",What are the names and colors of all products that have been shipped?,False,"SELECT T1.product_name,  T1.product_color FROM products AS T1 JOIN shipments AS T2 ON T1.product_id  =  T2.shipment_item_id"
72,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT DISTINCT T1.product_name,  T1.product_price,  T1.product_description FROM products AS T1 JOIN customers AS T2 ON T1.product_id  = ??","SELECT DISTINCT T1.product_name ,  T1.product_price ,  T1.product_description FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T2.order_id  =  T3.order_id JOIN Customers AS T4 ON T3.customer_id  =  T4.customer_id WHERE T4.gender_code  =  'Female'","List all the distinct product names, price and descriptions which are bought by female customers.",False,"SELECT DISTINCT T1.product_name,  T1.product_price,  T1.product_description FROM products AS T1 JOIN customers AS T2 ON T1.product_id  =  ORDER_ITEMS.product_id"
73,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT DISTINCT T1.product_name,  T2.product_price,  T1.product_description FROM products AS T1 JOIN orders_items AS T2 ON T1.product_id  =  T2.product_id","SELECT DISTINCT T1.product_name ,  T1.product_price ,  T1.product_description FROM Products AS T1 JOIN Order_items AS T2 ON T1.product_id  =  T2.product_id JOIN Orders AS T3 ON T2.order_id  =  T3.order_id JOIN Customers AS T4 ON T3.customer_id  =  T4.customer_id WHERE T4.gender_code  =  'Female'","What are the different names, prices, and descriptions for all products bought by female customers?",False,"SELECT DISTINCT T1.product_name,  T2.product_price,  T1.product_description FROM products AS T1 JOIN orders_items AS T2 ON T1.product_id  =  T2.product_id"
74,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT T1.order_status_code FROM orders AS T1 JOIN shipments AS T2 ON T1.order_id  =  T2.order_id WHERE T2.shipment_date  =  (SELECT min(shipment_date) FROM shipments),SELECT invoice_status_code FROM Invoices WHERE invoice_number NOT IN ( SELECT invoice_number FROM Shipments ),What are invoices status of all the orders which have not been shipped?,False,SELECT T1.order_status_code FROM orders AS T1 JOIN shipments AS T2 ON T1.order_id  =  T2.order_id WHERE T2.shipment_date  =  (SELECT min(shipment_date) FROM shipments)
75,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T2.invoice_status_code FROM orders AS T1 JOIN invoices AS T2 ON T1.order_id  =  T2.invoice_number WHERE T1.order_status_code!= ""Delivered""",SELECT invoice_status_code FROM Invoices WHERE invoice_number NOT IN ( SELECT invoice_number FROM Shipments ),What are the invoice statuses for all orderes that have not been shipped out yet?,True,"SELECT T2.invoice_status_code FROM orders AS T1 JOIN invoices AS T2 ON T1.order_id  =  T2.invoice_number WHERE T1.order_status_code!= ""Delivered"""
76,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT sum(T1.product_price * T2.order_quantity),  T2.order_id,  T2.invoice_number FROM order_items AS T1 JOIN orders AS T2 ON T1.order_id  =  T2.order_id","select t1.order_id ,  t1.date_order_placed ,  sum(t3.product_price) from orders as t1 join order_items as t2 on t1.order_id  =  t2.order_id join products as t3 on t2.product_id  =  t3.product_id group by t1.order_id","What are the total cost of all the orders ? List the order id , date , and total cost .",False,"SELECT sum(T1.product_price * T2.order_quantity),  T2.order_id,  T2.invoice_number FROM order_items AS T1 JOIN orders AS T2 ON T1.order_id  =  T2.order_id"
77,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT T1.order_id,  T1.invoice_number,  T2.invoice_date,  T3.customer_id FROM orders AS T1 JOIN Invoices AS T2 ON T1.order_id  =  T2.order_id JOIN Customers AS T3 ON T1.customer_id  =  T3.customer_id","SELECT T1.order_id ,  T1.date_order_placed ,  sum(T3.product_price) FROM Orders AS T1 JOIN Order_items AS T2 ON T1.order_id  =  T2.order_id JOIN Products AS T3 ON T2.product_id  =  T3.product_id GROUP BY T1.order_id","For each order, what is its id, date, and total amount paid?",False,"SELECT T1.order_id,  T1.invoice_number,  T2.invoice_date,  T3.customer_id FROM orders AS T1 JOIN Invoices AS T2 ON T1.invoice_number  =  T2.invoice_number JOIN Customers AS T3 ON T1.customer_id  =  T3.customer_id"
78,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(*) FROM customers,SELECT count(DISTINCT customer_id) FROM Orders,How many customers have placed any order?,False,SELECT count(*) FROM customers
79,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(DISTINCT customer_id) FROM orders,SELECT count(DISTINCT customer_id) FROM Orders,How many different customers have ordered things?,True,SELECT count(DISTINCT customer_id) FROM orders
80,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(DISTINCT t2.product_id) FROM orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id,SELECT count(DISTINCT order_item_status_code) FROM Order_items,How many item states are there in the orders?,False,SELECT count(DISTINCT t2.product_id) FROM orders AS t1 JOIN order_items AS t2 ON t1.order_id  =  t2.order_id
81,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(DISTINCT product_status_code) FROM order_items,SELECT count(DISTINCT order_item_status_code) FROM Order_items,How many different item status codes are there listed in ordered items?,False,SELECT count(DISTINCT product_status_code) FROM order_items
82,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(DISTINCT payment_method_code) FROM Customer_Payment_Methods,SELECT count(DISTINCT Payment_method_code) FROM Customer_Payment_Methods,How many different payment methods are there?,True,SELECT count(DISTINCT payment_method_code) FROM Customer_Payment_Methods
83,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(DISTINCT payment_method_code) FROM customer_payment_methods,SELECT count(DISTINCT Payment_method_code) FROM Customer_Payment_Methods,How many different payment methods can customers choose from?,True,SELECT count(DISTINCT payment_method_code) FROM customer_payment_methods
84,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT login_name,  login_password FROM customers WHERE phone_number LIKE ""+12%""","SELECT login_name ,  login_password FROM Customers WHERE phone_number LIKE '+12%'",What are the login names and passwords of the customers whose phone number have the prefix '+12'?,True,"SELECT login_name,  login_password FROM customers WHERE phone_number LIKE ""+12%"""
85,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT login_name,  login_password FROM Customers WHERE phone_number LIKE ""+12%""","SELECT login_name ,  login_password FROM Customers WHERE phone_number LIKE '+12%'",What are the usernames and passwords of all customers whose phone number starts with '+12'?,True,"SELECT login_name,  login_password FROM Customers WHERE phone_number LIKE ""+12%"""
86,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT product_size FROM products WHERE product_name LIKE '%Dell%',SELECT product_size FROM Products WHERE product_name LIKE '%Dell%',What are the product sizes of the products whose name has the substring 'Dell'?,True,SELECT product_size FROM products WHERE product_name LIKE '%Dell%'
87,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT product_size FROM products WHERE product_name LIKE ""%Dell%""",SELECT product_size FROM Products WHERE product_name LIKE '%Dell%',What are the sizes of all products whose name includes the word 'Dell'?,True,"SELECT product_size FROM products WHERE product_name LIKE ""%Dell%"""
88,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT product_price,  product_size FROM products WHERE product_price  >  (SELECT avg(product_price) FROM products)","SELECT product_price ,  product_size FROM Products WHERE product_price  >  ( SELECT avg(product_price) FROM Products )",What are the product price and the product size of the products whose price is above average?,True,"SELECT product_price,  product_size FROM products WHERE product_price  >  (SELECT avg(product_price) FROM products)"
89,spider_data/test_database/e_commerce/e_commerce.sqlite,"SELECT product_price,  product_size FROM products WHERE product_price  >  (SELECT avg(product_price) FROM products)","SELECT product_price ,  product_size FROM Products WHERE product_price  >  ( SELECT avg(product_price) FROM Products )",What are the prices and sizes of all products whose price is above the mean?,True,"SELECT product_price,  product_size FROM products WHERE product_price  >  (SELECT avg(product_price) FROM products)"
90,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(*) FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),SELECT count(*) FROM Products WHERE product_id NOT IN ( SELECT product_id FROM Order_items ),How many kinds of products have not been sold?,True,SELECT count(*) FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items)
91,spider_data/test_database/e_commerce/e_commerce.sqlite,SELECT count(*) FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items),SELECT count(*) FROM Products WHERE product_id NOT IN ( SELECT product_id FROM Order_items ),What is the number of products that have not been ordered yet?,True,SELECT count(*) FROM products WHERE product_id NOT IN (SELECT product_id FROM order_items)
